State,County,City,Neighborhood,Link,Similar Google Neighborhood,Google Place ID
CA,Santa Clara,San Jose,Meadows,https://nextdoor.com/neighborhood/7meadowssanjose--san-jose--ca/,Meadows,ChIJaxRqG8QyjoARYhFmoYCCU0A
CA,Santa Clara,San Jose,Merrivale West,https://nextdoor.com/neighborhood/1merrivalewest--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Messina Gardens,https://nextdoor.com/neighborhood/messinagardens--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Metcalf,https://nextdoor.com/neighborhood/2metcalf--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Midtown,https://nextdoor.com/neighborhood/midtownsanjose--san-jose--ca/,Sunol-Midtown,ChIJuXWQdlrLj4ARH8JdbvYld6w
CA,Santa Clara,San Jose,Miller,https://nextdoor.com/neighborhood/1miller--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Mill Pond 1 & 2,https://nextdoor.com/neighborhood/7caroldrive--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Mirassou Vineyards,https://nextdoor.com/neighborhood/8mirassouvineyards--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Mitty,https://nextdoor.com/neighborhood/1mitty--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Modern Ice,https://nextdoor.com/neighborhood/3modernice--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Montecito Vista,https://nextdoor.com/neighborhood/montecitovista--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Monterey Grove,https://nextdoor.com/neighborhood/montereygrove--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Monterey Manor,https://nextdoor.com/neighborhood/montererymanner--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Montevideo,https://nextdoor.com/neighborhood/10montevideo--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Monticello,https://nextdoor.com/neighborhood/7monticello--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Moreland West,https://nextdoor.com/neighborhood/1morelandwest--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Morrill,https://nextdoor.com/neighborhood/4morrill--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Mountain Shadows,https://nextdoor.com/neighborhood/10mountainshadowssanjose--san-jose--ca/,Mountain Shadows,ChIJ21WthmowjoAR2IyG38JHjdA
CA,Santa Clara,San Jose,Mountain Springs,https://nextdoor.com/neighborhood/mountainspringsca--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Mt. Hamilton,https://nextdoor.com/neighborhood/mthamiltonca--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Mt. Pleasant,https://nextdoor.com/neighborhood/5mtpleasant--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Murdock,https://nextdoor.com/neighborhood/1murdock--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Murillo,https://nextdoor.com/neighborhood/8murillo--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Naglee Park,https://nextdoor.com/neighborhood/3nagleepark--san-jose--ca/,Naglee Park,ChIJpeg0fcbMj4ARRNzyJySfUDE
CA,Santa Clara,San Jose,Newhall,https://nextdoor.com/neighborhood/6newhallsj--san-jose--ca/,Newhall,ChIJ1VkhOQrLj4ARcDxNoeRK6u0
CA,Santa Clara,San Jose,Nieman Neighbors,https://nextdoor.com/neighborhood/niemanneighbors--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Noble,https://nextdoor.com/neighborhood/4noble--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Noddin,https://nextdoor.com/neighborhood/9noddin--san-jose--ca/,Noddin,ChIJ8901VqY2joARkqrGyVVfzdE
CA,Santa Clara,San Jose,North Flea Market,https://nextdoor.com/neighborhood/4northfleamarket--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Northlake,https://nextdoor.com/neighborhood/1northlakesanjose--san-jose--ca/,Northlake,ChIJ1-LdrpTKj4ARjmaiYR_4ZpE
CA,Santa Clara,San Jose,Northpark,https://nextdoor.com/neighborhood/northpark--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Northside,https://nextdoor.com/neighborhood/3northside--san-jose--ca/,Northside,ChIJJxiNHYzMj4ARvJipB7wycVc
CA,Santa Clara,San Jose,North Side - Luna Park,https://nextdoor.com/neighborhood/northsidelunapark--san-jose--ca/,None,None
CA,Santa Clara,San Jose,North Willow Glen,https://nextdoor.com/neighborhood/6nwillowglen--san-jose--ca/,North Willow Glen,ChIJX6z7vVMzjoARQQ1GYHbvq6U
CA,Santa Clara,San Jose,Northwood,https://nextdoor.com/neighborhood/4northwood--san-jose--ca/,Northwood,ChIJP9dKRKPOj4AR2Nu1vOtti8M
CA,Santa Clara,San Jose,Norwood,https://nextdoor.com/neighborhood/8norwoodsanjose--san-jose--ca/,Norwood,ChIJTxzcCUAtjoARYNZr7ObyR6I
CA,Santa Clara,San Jose,N White Rd,https://nextdoor.com/neighborhood/nwhiterd--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Oak Canyon,https://nextdoor.com/neighborhood/10oakcanyon--san-jose--ca/,Oak Canyon,ChIJ6W2Pn1IxjoARmKm3A6AhKqM
CA,Santa Clara,San Jose,Oak Grove,https://nextdoor.com/neighborhood/2oakgrovesanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Oak Hill,https://nextdoor.com/neighborhood/oakhillca--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Oakland Road,https://nextdoor.com/neighborhood/oaklandroad--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Oakwood,https://nextdoor.com/neighborhood/oakwoodsanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Ocala,https://nextdoor.com/neighborhood/8ocala--san-jose--ca/,Ocala,ChIJU2knYasyjoARVibmh1cDZEQ
CA,Santa Clara,San Jose,Ohlone,https://nextdoor.com/neighborhood/4ohlone--san-jose--ca/,Ohlone,ChIJwyt8JTTMj4ARrC_arKITlyU
CA,Santa Clara,San Jose,Old Port,https://nextdoor.com/neighborhood/4oldport--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Olinder,https://nextdoor.com/neighborhood/3olinder--san-jose--ca/,Olinder,ChIJiedS88LMj4ARsuTfXM3YIng
CA,Santa Clara,San Jose,Onyx,https://nextdoor.com/neighborhood/onyxsjca--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Orchard Park,https://nextdoor.com/neighborhood/orchardparkca2--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Orchard St,https://nextdoor.com/neighborhood/orchardstsanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Oster,https://nextdoor.com/neighborhood/9oster--san-jose--ca/,Oster,ChIJ8zq8gWs0joARNOk2xjYoCEY
CA,Santa Clara,San Jose,Overfelt,https://nextdoor.com/neighborhood/overfelt--san-jose--ca/,Overfelt,ChIJ9VZgpbAyjoARTGqrGZ6lpbE
CA,Santa Clara,San Jose,Pacheco,https://nextdoor.com/neighborhood/4pacheco--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Palm Haven,https://nextdoor.com/neighborhood/6palmhavenca--san-jose--ca/,Broadway - Palmhaven,ChIJaSGv8lUzjoARXljMXvJ9338
CA,Santa Clara,San Jose,Palmia,https://nextdoor.com/neighborhood/2palmia--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Pamlar - Borello,https://nextdoor.com/neighborhood/6palmarborello--san-jose--ca/,Pamlar - Borello,ChIJQ33nFNA0joAR_h6pARFizj8
CA,Santa Clara,San Jose,Park Place,https://nextdoor.com/neighborhood/10parkplace--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Park Pleasant,https://nextdoor.com/neighborhood/5parkpleasant--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Parkside Glen,https://nextdoor.com/neighborhood/parksideglen--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Parkview,https://nextdoor.com/neighborhood/10parkview--san-jose--ca/,Parkview,ChIJAdeMCDoyjoARdrsHwu755zw
CA,Santa Clara,San Jose,Paseo Plaza,https://nextdoor.com/neighborhood/3paseoplaza--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Penitencia,https://nextdoor.com/neighborhood/4penitencia--san-jose--ca/,Penitencia,ChIJBw-QULHNj4AREItD9khkQeU
CA,Santa Clara,San Jose,Piedmont,https://nextdoor.com/neighborhood/4piedmont--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Pierce Ranch,https://nextdoor.com/neighborhood/10pierceranch--san-jose--ca/,Pierce Ranch,ChIJ8WxIvTwxjoARLojs5oqiIXU
CA,Santa Clara,San Jose,Piercy,https://nextdoor.com/neighborhood/piercy--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Pine Hollow,https://nextdoor.com/neighborhood/3pinehollow--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Pinehurst,https://nextdoor.com/neighborhood/9pinehursthomes--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Pinnacle,https://nextdoor.com/neighborhood/4pinnaclesanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Plant 51,https://nextdoor.com/neighborhood/6plant51--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Plata Arroyo,https://nextdoor.com/neighborhood/5plataarroyo--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Playa Del Rey,https://nextdoor.com/neighborhood/10playadelreysanjose--san-jose--ca/,Playa Del Rey,ChIJBf33XYAxjoARjD_RpZ4OfbY
CA,Santa Clara,San Jose,Pleasant Hills,https://nextdoor.com/neighborhood/8pleasanthills--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Pleasant Knoll,https://nextdoor.com/neighborhood/5pleasantknoll--san-jose--ca/,Pleasant Knoll,ChIJW2_CMkstjoARhgIY_A7d7JU
CA,Santa Clara,San Jose,Ponderosa Woods,https://nextdoor.com/neighborhood/4ponderosawoods--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Primrose,https://nextdoor.com/neighborhood/1primrose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Quimby,https://nextdoor.com/neighborhood/8quimby--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Rainbow West,https://nextdoor.com/neighborhood/1rainbowwest--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Rancho,https://nextdoor.com/neighborhood/7ranchosanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Ravenna,https://nextdoor.com/neighborhood/sanjoseravenna--san-jose--ca/,None,None
CA,Santa Clara,San Jose,River Oaks,https://nextdoor.com/neighborhood/4riveroakssanjose--san-jose--ca/,River Oaks,ChIJ7-VEA0LJj4AReB6-CyqZSRA
CA,Santa Clara,San Jose,River View Skyway,https://nextdoor.com/neighborhood/riverviewskyway--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Rockspring,https://nextdoor.com/neighborhood/7rockspring--san-jose--ca/,Rockspring,ChIJO-wInyczjoARIDHN5KyZ1C4
CA,Santa Clara,San Jose,Roosevelt,https://nextdoor.com/neighborhood/3roosevelt--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Rose Garden West,https://nextdoor.com/neighborhood/rosegardenwest--san-jose--ca/,Rose Garden,ChIJnyP_xhPLj4ARAIn7cfEhEXU
CA,Santa Clara,San Jose,Rose Glen,https://nextdoor.com/neighborhood/6roseglenca--san-jose--ca/,Rose Glen,ChIJZ7S1TkrLj4ARtoLlmchDGms
CA,Santa Clara,San Jose,Rosemary Gardens,https://nextdoor.com/neighborhood/3rosemarygardens--san-jose--ca/,Rosemary Gardens,ChIJxavqMIXLj4ARTKHvTY25i-Y
CA,Santa Clara,San Jose,Rose / Sartorette,https://nextdoor.com/neighborhood/9rosesartorette--san-jose--ca/,Rose - Sartorette,ChIJaWx4EnI0joARGi82COdq-A8
CA,Santa Clara,San Jose,Ross Creek,https://nextdoor.com/neighborhood/9rosscreek--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Ruskin,https://nextdoor.com/neighborhood/4ruskin--san-jose--ca/,Ruskin,ChIJgU6uTCzMj4ARoCq0Uo5gNgA
CA,Santa Clara,San Jose,Ryan,https://nextdoor.com/neighborhood/5ryan--san-jose--ca/,Ryan,ChIJx3ZcEkXNj4ARjnjrBSU6Rls
CA,Santa Clara,San Jose,Rymar,https://nextdoor.com/neighborhood/4rymar--san-jose--ca/,Rymar,ChIJXaAKl0vMj4ARssLJLMHloWw
CA,Santa Clara,San Jose,Salamoni Pala Ranch,https://nextdoor.com/neighborhood/salamonipalaranch--san-jose--ca/,None,None
CA,Santa Clara,San Jose,San Jose Gateway Place,https://nextdoor.com/neighborhood/sanjosegatewayplace--san-jose--ca/,None,None
CA,Santa Clara,San Jose,San Ramon,https://nextdoor.com/neighborhood/2sanramon--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Santa Monica,https://nextdoor.com/neighborhood/9santamonica--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Santana Row,https://nextdoor.com/neighborhood/santanarow--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Santa Teresa,https://nextdoor.com/neighborhood/2santateresa--san-jose--ca/,Santa Teresa,ChIJMU6dUp_koI8RTgdGy9-QpE4
CA,Santa Clara,San Jose,San Tomas Aquino Park,https://nextdoor.com/neighborhood/1santomasaquinopark--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Saybrook Pointe,https://nextdoor.com/neighborhood/saybrookpointe--san-jose--ca/,None,None
CA,Santa Clara,San Jose,SCVCC,https://nextdoor.com/neighborhood/8scvcc--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Senter Rd,https://nextdoor.com/neighborhood/senterrd--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Senterville Terrace,https://nextdoor.com/neighborhood/sentervilleterrace--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Seven Trees,https://nextdoor.com/neighborhood/7seventrees--san-jose--ca/,Seven Trees,ChIJmzSKXFsyjoARcZAJOG-xIE0
CA,Santa Clara,San Jose,Shadow Pines,https://nextdoor.com/neighborhood/shadowpines--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Shawnee,https://nextdoor.com/neighborhood/10shawnee--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Sherman Oaks,https://nextdoor.com/neighborhood/6shermanoaks--san-jose--ca/,Sherman Oaks,ChIJfzjHv8o0joARJiA18YIrmYk
CA,Santa Clara,San Jose,Silcreek,https://nextdoor.com/neighborhood/silcreek--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Silver Creek,https://nextdoor.com/neighborhood/8silvercreek--san-jose--ca/,Silver Creek,ChIJ7fFtEcUtjoARgsUAuMU2DJw
CA,Santa Clara,San Jose,Silverland,https://nextdoor.com/neighborhood/8silverland--san-jose--ca/,Silverland,ChIJNaUurgotjoARuGMRxscvAvw
CA,Santa Clara,San Jose,Silver Leaf,https://nextdoor.com/neighborhood/2silverleaf--san-jose--ca/,Silver Leaf,ChIJ-3TdrkcujoARGqhZy2P0TF4
CA,Santa Clara,San Jose,Singer Park,https://nextdoor.com/neighborhood/singerpark--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Somerset Knolls,https://nextdoor.com/neighborhood/somersetknollsca--san-jose--ca/,Pleasant Knoll,ChIJW2_CMkstjoARhgIY_A7d7JU
CA,Santa Clara,San Jose,Spartan - Keyes,https://nextdoor.com/neighborhood/3spartankeyes--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Starbird,https://nextdoor.com/neighborhood/1starbird--san-jose--ca/,Starbird,ChIJ2c32QcjKj4ARTjL3rE0k31M
CA,Santa Clara,San Jose,Station 121,https://nextdoor.com/neighborhood/station121--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Stevens Creek,https://nextdoor.com/neighborhood/1stevenscreek--san-jose--ca/,None,None
CA,Santa Clara,San Jose,St. James Park,https://nextdoor.com/neighborhood/stjamesparkca--san-jose--ca/,None,None
CA,Santa Clara,San Jose,St. John Vianney,https://nextdoor.com/neighborhood/5stjohnvianney--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Stonegate East,https://nextdoor.com/neighborhood/7stonegateeast--san-jose--ca/,Stonegate East,ChIJtzL0dJMyjoARoKd8MsnQjco
CA,Santa Clara,San Jose,Story Ridge,https://nextdoor.com/neighborhood/5storyridge--san-jose--ca/,None,None
CA,Santa Clara,San Jose,St. Victor,https://nextdoor.com/neighborhood/4stvictor--san-jose--ca/,St. Victor,ChIJySyXXczNj4AR0C_27WsOyeA
CA,Santa Clara,San Jose,Summercreek,https://nextdoor.com/neighborhood/6summercreek--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Summerdale,https://nextdoor.com/neighborhood/4summerdale--san-jose--ca/,Summerdale,ChIJ975KEsrNj4ARPrqZ50WwJ6s
CA,Santa Clara,San Jose,Summerside,https://nextdoor.com/neighborhood/7summerside--san-jose--ca/,Summerside,ChIJMXTNksIyjoARvI7AjIxOrNA
CA,Santa Clara,San Jose,Sweigert,https://nextdoor.com/neighborhood/4sweigert--san-jose--ca/,None,None
CA,Santa Clara,San Jose,S Willow/Lincoln Glen,https://nextdoor.com/neighborhood/9swillowlincolnglen--san-jose--ca/,Willow Glen South - Lincoln Glen,ChIJyzlRnoEzjoARpI5yVmGIWPE
CA,Santa Clara,San Jose,Sylvandale West,https://nextdoor.com/neighborhood/7sylvandalewest--san-jose--ca/,Sylvandale West,ChIJR78B5GUyjoARYtCID5w9zvQ
CA,Santa Clara,San Jose,Tamien,https://nextdoor.com/neighborhood/3tamien--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Tanglewood,https://nextdoor.com/neighborhood/9tanglewood--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Tatra,https://nextdoor.com/neighborhood/9tatra--san-jose--ca/,Tatra,ChIJsZoq79EzjoARKNba11e4og4
CA,Santa Clara,San Jose,Terrace Hills,https://nextdoor.com/neighborhood/5terracehills--san-jose--ca/,Terrace Hill,ChIJTd1fmrPSj4AR8pCmZGtc7aw
CA,Santa Clara,San Jose,The Brooks,https://nextdoor.com/neighborhood/1thebrooks--san-jose--ca/,None,None
CA,Santa Clara,San Jose,The Plant,https://nextdoor.com/neighborhood/theplant--san-jose--ca/,None,None
CA,Santa Clara,San Jose,The Sonora,https://nextdoor.com/neighborhood/thesonora--san-jose--ca/,None,None
CA,Santa Clara,San Jose,The Villages,https://nextdoor.com/neighborhood/8thevillages--san-jose--ca/,The Villages,ChIJpWeBniYsjoARtEetEWwOJRE
CA,Santa Clara,San Jose,The Woods,https://nextdoor.com/neighborhood/thewoodsca--san-jose--ca/,The Woods,ChIJiY98Ez8yjoAR8ktOlQET0lY
CA,Santa Clara,San Jose,Thousand Oaks,https://nextdoor.com/neighborhood/9thousandoaks--san-jose--ca/,Thousand Oaks,ChIJfRS0M78zjoARSr-ALmeObPQ
CA,Santa Clara,San Jose,TJMPNA,https://nextdoor.com/neighborhood/10tjmpna--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Tuers Rd / Mclaughlin Ave,https://nextdoor.com/neighborhood/tuersrdmclaughlinave--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Tully Rd,https://nextdoor.com/neighborhood/tullyrd--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Umbarger/Lewis,https://nextdoor.com/neighborhood/umbargerlewis--san-jose--ca/,None,None
CA,Santa Clara,San Jose,University,https://nextdoor.com/neighborhood/universitysanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Upper Sierra,https://nextdoor.com/neighborhood/4uppersierra--san-jose--ca/,Upper Sierra,ChIJrUast9rNj4ARnMi2lSgfRh4
CA,Santa Clara,San Jose,Valley View / Reed,https://nextdoor.com/neighborhood/9valleyviewreed--san-jose--ca/,Valley View - Reed,ChIJwYwlZI4zjoARwspPhyIooiQ
CA,Santa Clara,San Jose,Vendome - Civic Center,https://nextdoor.com/neighborhood/3vendomesj--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Villa Cortona,https://nextdoor.com/neighborhood/villacortonasj--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Villas of Mabury,https://nextdoor.com/neighborhood/villasofmaburyca--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Villa Teresa Park,https://nextdoor.com/neighborhood/villateresapark--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Villa Valencia,https://nextdoor.com/neighborhood/villavalencia--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Vinci South,https://nextdoor.com/neighborhood/4vincisouth--san-jose--ca/,Vinci South,ChIJG0IfTEHMj4ARSCpNkyRn7D0
CA,Santa Clara,San Jose,Vineyard Park,https://nextdoor.com/neighborhood/8vineyardpark--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Vista Park,https://nextdoor.com/neighborhood/10vistapark--san-jose--ca/,Vista Park,ChIJB-kBViwyjoARykX6k-NQ4ns
CA,Santa Clara,San Jose,Vistapark-Martial Cottle,https://nextdoor.com/neighborhood/vistaparkmartialcottle--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Viviente One & VMC,https://nextdoor.com/neighborhood/vivienteonevmc--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Warner Heights,https://nextdoor.com/neighborhood/5warnerheights--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Washington,https://nextdoor.com/neighborhood/3washington--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Waterford Park,https://nextdoor.com/neighborhood/waterfordparksj--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Western Gardens,https://nextdoor.com/neighborhood/westerngardenssj--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Westgate Village,https://nextdoor.com/neighborhood/1westgatevillage--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Westmont,https://nextdoor.com/neighborhood/1westmontsanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,West of Capitol,https://nextdoor.com/neighborhood/5westofcapitol--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Westside,https://nextdoor.com/neighborhood/1westside--san-jose--ca/,None,None
CA,Santa Clara,San Jose,West Tasman,https://nextdoor.com/neighborhood/westtasmansanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Whaley,https://nextdoor.com/neighborhood/7whaley--san-jose--ca/,Whaley,ChIJLWrbwpAyjoARkMTae1umZRg
CA,Santa Clara,San Jose,Whispering Hills,https://nextdoor.com/neighborhood/whisperinghillssanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Willo Mar,https://nextdoor.com/neighborhood/9willomar--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Willow Ridge,https://nextdoor.com/neighborhood/willowridgeca--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Willows in San Jose,https://nextdoor.com/neighborhood/6willowsinsanjose--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Wilshire Park,https://nextdoor.com/neighborhood/wilshireparkca--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Winchester Orchard,https://nextdoor.com/neighborhood/winchesterorchard--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Windmill Springs,https://nextdoor.com/neighborhood/7windmillsprings--san-jose--ca/,Windmill Springs,ChIJSVhswIgyjoAROq83Kr8afQM
CA,Santa Clara,San Jose,Winfield,https://nextdoor.com/neighborhood/winfield10--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Yarwood Ct,https://nextdoor.com/neighborhood/yarwoodct--san-jose--ca/,None,None
CA,Santa Clara,San Jose,Yerba Buena,https://nextdoor.com/neighborhood/7yerbabuena--san-jose--ca/,Yerba Buena,ChIJN7MM5doyjoARbsyQZzgI3Do
CA,Santa Clara,Santa Clara,49ers-Backdoor-Community,https://nextdoor.com/neighborhood/49ersbackdoorcommunity--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Alta Mira,https://nextdoor.com/neighborhood/altamira--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Bowers/Monroe,https://nextdoor.com/neighborhood/bowersmonroe--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Bracher Park,https://nextdoor.com/neighborhood/bracherpark--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Buckingham Drive,https://nextdoor.com/neighborhood/buckinghamdrive--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Cabrillo Avenue,https://nextdoor.com/neighborhood/cabrilloavenue--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Cascade Park,https://nextdoor.com/neighborhood/cascadepark--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Catala Court,https://nextdoor.com/neighborhood/catalacourt--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Central Park West,https://nextdoor.com/neighborhood/centralparkwest--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Central Santa Clara,https://nextdoor.com/neighborhood/centralsantaclara--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Coleman,https://nextdoor.com/neighborhood/colemanca--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,College Camino Hilmar,https://nextdoor.com/neighborhood/collegecaminohilmar--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Coronado Villas,https://nextdoor.com/neighborhood/coronadovillasca--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Courtyard,https://nextdoor.com/neighborhood/courtyard--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,De La Cruz,https://nextdoor.com/neighborhood/delacruzsantaclara--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Ellena Dr,https://nextdoor.com/neighborhood/ellenadr--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Forest Park,https://nextdoor.com/neighborhood/forestpark--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Fremont Park Vicinity,https://nextdoor.com/neighborhood/fremontparkvicinity--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Halford Ave,https://nextdoor.com/neighborhood/halfordave--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Hampton Place,https://nextdoor.com/neighborhood/hamptonplacescca--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Homes at Central Park,https://nextdoor.com/neighborhood/homesatcentralpark--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,KB Toscana,https://nextdoor.com/neighborhood/kbtoscana--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Kentfield,https://nextdoor.com/neighborhood/kentfieldca1--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Kimberlin,https://nextdoor.com/neighborhood/kimberlin--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Lafayette,https://nextdoor.com/neighborhood/lafayetteca--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Lakeshore Dr / Agnew Road,https://nextdoor.com/neighborhood/lakeshoredragnewroad--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Laurel Place II,https://nextdoor.com/neighborhood/laurelplaceii--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Lawrence and El Camino,https://nextdoor.com/neighborhood/lawrenceandelcamino--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Main Street,https://nextdoor.com/neighborhood/mainstreetca--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Manchester Dr,https://nextdoor.com/neighborhood/manchesterdr--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Maryann Drive,https://nextdoor.com/neighborhood/maryanndrive--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Midtown Village,https://nextdoor.com/neighborhood/midtownvillageca--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Miraval,https://nextdoor.com/neighborhood/miraval--santa-clara--ca/,None,None
CA,Santa Clara,Santa Clara,Monastery Gardens,https://nextdoor.com/neighborhood/monasterygardens--santa-clara--ca/,None,None
